unique_key,case_key,source_id,display_name,pdf_sha256,pdf_path,offence_family,strata_tags,gold_tier,pool,route,skip_reason,backend_case_id,match_hint
sha:2bbbefdf18f8207e8622d4788acbdb368b6a159b1d7e3391008265ca565c2722,PDF-2bbbefdf18f8,CB-TB-1818_Griffiths,CB-TB-1818_Griffiths.pdf,2bbbefdf18f8207e8622d4788acbdb368b6a159b1d7e3391008265ca565c2722,C:\Users\gduff\Downloads\cb-tb-1601-2200-v5-factory-run\pdfs\CB-TB-1818_Griffiths.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:2bf31ddfd06d7e1619c1948dd9559e595954cdcd14c2fe8baa0be92f56fb74c6,PDF-2bf31ddfd06d,CB-TB-1457_Hart,CB-TB-1457_Hart.pdf,2bf31ddfd06d7e1619c1948dd9559e595954cdcd14c2fe8baa0be92f56fb74c6,C:\Users\gduff\Downloads\cb-tb-1401-1500-v5-tmp\pdfs\CB-TB-1457_Hart.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=1,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:2bf575027bfa2c2fbad06e4db1003612ce10f9b933feb9a84e75a1a250d73d28,PDF-2bf575027bfa,CB-TB-1495_Ash,CB-TB-1495_Ash.pdf,2bf575027bfa2c2fbad06e4db1003612ce10f9b933feb9a84e75a1a250d73d28,C:\Users\gduff\Downloads\cb-tb-1401-1500-v5-tmp\pdfs\CB-TB-1495_Ash.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=1,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:2c073ea8ce61403f22fe1f864fb3fbb7e46443efb493fb25f99f8e670ef5ab03,PDF-2c073ea8ce61,CB-TB-322_Ross,CB-TB-322_Ross.pdf,2c073ea8ce61403f22fe1f864fb3fbb7e46443efb493fb25f99f8e670ef5ab03,C:\Users\gduff\Downloads\cb-tb-301-400-v4\pdfs\CB-TB-322_Ross.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:2c77806271f9b226ce639d7c183b73a2d7df6446240a9e295ecbbad83d2459dc,PDF-2c77806271f9,CB-TB-596_Nair,CB-TB-596_Nair.pdf,2c77806271f9b226ce639d7c183b73a2d7df6446240a9e295ecbbad83d2459dc,C:\Users\gduff\Downloads\cb-tb-501-600-v5-extract\pdfs\CB-TB-596_Nair.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=3,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:2c81e22b4a68033eeee31bf05e3a089a43d7bf3f198a0b8da2c78cb20299a433,PDF-2c81e22b4a68,CB-TB-1135_Ross,CB-TB-1135_Ross.pdf,2c81e22b4a68033eeee31bf05e3a089a43d7bf3f198a0b8da2c78cb20299a433,C:\Users\gduff\Downloads\cb-tb-1101-1400-v5\pdfs\CB-TB-1135_Ross.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:2c863ca2ff773919f8f23b390b3121c7f976b35f8f36c0b914421aa18c48c67b,PDF-2c863ca2ff77,CB-TB-864_Evans,CB-TB-864_Evans.pdf,2c863ca2ff773919f8f23b390b3121c7f976b35f8f36c0b914421aa18c48c67b,C:\Users\gduff\Downloads\cb-tb-801-900-v5\pdfs\CB-TB-864_Evans.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=1,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:2c951fd27aef0dcc971bfe7000dbe81e2d5deddca830e30952592dc11500f943,PDF-2c951fd27aef,CB-TB-1763_Foster,CB-TB-1763_Foster.pdf,2c951fd27aef0dcc971bfe7000dbe81e2d5deddca830e30952592dc11500f943,C:\Users\gduff\Downloads\cb-tb-1601-2200-v5-factory-run\pdfs\CB-TB-1763_Foster.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:2ca29dc331d9fb5b3e9607c8df2eb8108e174c84b56c0011f4eee2f7824d0adb,PDF-2ca29dc331d9,CB-TB-003_Merritt,CB-TB-003_Merritt.pdf,2ca29dc331d9fb5b3e9607c8df2eb8108e174c84b56c0011f4eee2f7824d0adb,C:\Users\gduff\Downloads\cb-tb-001-030-v4\pdfs\CB-TB-003_Merritt.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=1,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:2ca35b0511a7bd626e6a2f01280728ba6b3c7f97e89d675b2912a26cc37da291,PDF-2ca35b0511a7,CB-TB-514_Khan,CB-TB-514_Khan.pdf,2ca35b0511a7bd626e6a2f01280728ba6b3c7f97e89d675b2912a26cc37da291,C:\Users\gduff\Downloads\cb-tb-501-600-v5-extract\pdfs\CB-TB-514_Khan.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=3,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:2cfd0bdf2e2ba1e209f22a8310143adb9958b7dabe58ffbb8d94145f9c2ee5fc,PDF-2cfd0bdf2e2b,CB-TB-1590_Grant,CB-TB-1590_Grant.pdf,2cfd0bdf2e2ba1e209f22a8310143adb9958b7dabe58ffbb8d94145f9c2ee5fc,C:\Users\gduff\Downloads\cb-tb-1501-1600-v5-factory-run\pdfs\CB-TB-1590_Grant.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:2d13a977eb118185c77b86ea7b9949700099a956f7b650cf4921855e96dcb55a,PDF-2d13a977eb11,CB-TB-014_Siddiq,CB-TB-014_Siddiq.pdf,2d13a977eb118185c77b86ea7b9949700099a956f7b650cf4921855e96dcb55a,C:\Users\gduff\Downloads\cb-tb-001-030-v4\pdfs\CB-TB-014_Siddiq.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=1,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:2d15ae33571f7ffc3fe67ae03e37d3546537260fad0d4b6b03f2ff98c33c8916,PDF-2d15ae33571f,CB-TB-426_Byrne,CB-TB-426_Byrne.pdf,2d15ae33571f7ffc3fe67ae03e37d3546537260fad0d4b6b03f2ff98c33c8916,C:\Users\gduff\Downloads\cb-tb-401-500-v5\pdfs\CB-TB-426_Byrne.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:2d1d564446bf09c3e3bc74aaa0d7131c6b0e97a5fb6d1d0777b2ad6e85b341b7,PDF-2d1d564446bf,CB-TB-892_Bennett,CB-TB-892_Bennett.pdf,2d1d564446bf09c3e3bc74aaa0d7131c6b0e97a5fb6d1d0777b2ad6e85b341b7,C:\Users\gduff\Downloads\cb-tb-801-900-v5\pdfs\CB-TB-892_Bennett.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=1,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:2d583e4cf505eb371429c07e8f339428f4d1d65175caa51297f38202960140b6,PDF-2d583e4cf505,CB-TB-749_Hale,CB-TB-749_Hale.pdf,2d583e4cf505eb371429c07e8f339428f4d1d65175caa51297f38202960140b6,C:\Users\gduff\Downloads\cb-tb-701-800-v5\pdfs\CB-TB-749_Hale.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=1,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:2d9f6ececf3b85a83d4b6689a4e47a5109162136dbe70ed19086ca12ff19a761,PDF-2d9f6ececf3b,CB-TB-2034_Mitchell,CB-TB-2034_Mitchell.pdf,2d9f6ececf3b85a83d4b6689a4e47a5109162136dbe70ed19086ca12ff19a761,C:\Users\gduff\Downloads\cb-tb-1601-2200-v5-factory-run\pdfs\CB-TB-2034_Mitchell.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:2db5d5c19a33f2e25c3a7815e4b55e1a4c715d1e680a4769b497bbbb7f45ede1,PDF-2db5d5c19a33,CB-TB-240_Kent,CB-TB-240_Kent.pdf,2db5d5c19a33f2e25c3a7815e4b55e1a4c715d1e680a4769b497bbbb7f45ede1,C:\Users\gduff\Downloads\cb-tb-201-300-v4\pdfs\CB-TB-240_Kent.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=1,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:2db96762fa4a6433485396463fbeca94c689bc28f610e13199d5218b31872c59,PDF-2db96762fa4a,CB-TB-529_Foster,CB-TB-529_Foster.pdf,2db96762fa4a6433485396463fbeca94c689bc28f610e13199d5218b31872c59,C:\Users\gduff\Downloads\cb-tb-501-600-v5-extract\pdfs\CB-TB-529_Foster.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=3,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:2dc93789e23cd62833c7f7b1866525fa766b717865bf94b11a394538ffd13e3e,PDF-2dc93789e23c,CB-TB-1621_Mitchell,CB-TB-1621_Mitchell.pdf,2dc93789e23cd62833c7f7b1866525fa766b717865bf94b11a394538ffd13e3e,C:\Users\gduff\Downloads\cb-tb-1601-2200-v5-factory-run\pdfs\CB-TB-1621_Mitchell.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=4,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:2dd78dba7a544e01d4d69ad6a49761a7e3d36d18c3c1ea22183dc21c1c7af9cd,PDF-2dd78dba7a54,CB-TB-1707_Knowles,CB-TB-1707_Knowles.pdf,2dd78dba7a544e01d4d69ad6a49761a7e3d36d18c3c1ea22183dc21c1c7af9cd,C:\Users\gduff\Downloads\cb-tb-1601-2200-v5-factory-run\pdfs\CB-TB-1707_Knowles.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:2de715f58acce593804f73b2894a90e3349c0bf1359e67e049e5995511244724,PDF-2de715f58acc,CB-TB-304_Webb,CB-TB-304_Webb.pdf,2de715f58acce593804f73b2894a90e3349c0bf1359e67e049e5995511244724,C:\Users\gduff\Downloads\cb-tb-301-400-v4\pdfs\CB-TB-304_Webb.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:2e1fc003acc5754a714ab8b4931808dc2c7c169dcb47269df16e3b9780d6ba8b,PDF-2e1fc003acc5,CB-TB-947_Hobbs,CB-TB-947_Hobbs.pdf,2e1fc003acc5754a714ab8b4931808dc2c7c169dcb47269df16e3b9780d6ba8b,C:\Users\gduff\Downloads\cb-tb-901-1100-v5\pdfs\CB-TB-947_Hobbs.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:2e393e51120f1f99c5757c218eca6e690d4f3422b2879ad6340910e2217be6b5,PDF-2e393e51120f,CB-TB-773_Price,CB-TB-773_Price.pdf,2e393e51120f1f99c5757c218eca6e690d4f3422b2879ad6340910e2217be6b5,C:\Users\gduff\Downloads\cb-tb-701-800-v5\pdfs\CB-TB-773_Price.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=1,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:2e78b52987b8a74cd47ea6d2b2d9691f2b8d1e7bb812372f45f634001598177d,PDF-2e78b52987b8,CB-TB-1726_Byrne,CB-TB-1726_Byrne.pdf,2e78b52987b8a74cd47ea6d2b2d9691f2b8d1e7bb812372f45f634001598177d,C:\Users\gduff\Downloads\cb-tb-1601-2200-v5-factory-run\pdfs\CB-TB-1726_Byrne.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:2e94b4947f8d45fa515c87542b76a08e2a5ad83c7692177a46bdb4dd0de3c1df,PDF-2e94b4947f8d,CB-TB-253_Morris,CB-TB-253_Morris.pdf,2e94b4947f8d45fa515c87542b76a08e2a5ad83c7692177a46bdb4dd0de3c1df,C:\Users\gduff\Downloads\cb-tb-201-300-v4\pdfs\CB-TB-253_Morris.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=1,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:2ea1fb483adbfac8197a4724bfa15c3ed8d2673c7c78ec1adb03650a6a5a5d86,PDF-2ea1fb483adb,CB-TB-333_Thornton,CB-TB-333_Thornton.pdf,2ea1fb483adbfac8197a4724bfa15c3ed8d2673c7c78ec1adb03650a6a5a5d86,C:\Users\gduff\Downloads\cb-tb-301-400-v4\pdfs\CB-TB-333_Thornton.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:2ef31a361bbdf8f9bb8f8d444435d10f762c51836a8494bb2d38713467d2f00c,PDF-2ef31a361bbd,CB-TB-1630_Cole,CB-TB-1630_Cole.pdf,2ef31a361bbdf8f9bb8f8d444435d10f762c51836a8494bb2d38713467d2f00c,C:\Users\gduff\Downloads\cb-tb-1601-2200-v5-factory-run\pdfs\CB-TB-1630_Cole.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=4,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:2f05ad705923597ef7615cd0846533e599ca3b81092aa3b1b94842b30c03e8b0,PDF-2f05ad705923,CB-TB-1645_Parker,CB-TB-1645_Parker.pdf,2f05ad705923597ef7615cd0846533e599ca3b81092aa3b1b94842b30c03e8b0,C:\Users\gduff\Downloads\cb-tb-1601-2200-v5-factory-run\pdfs\CB-TB-1645_Parker.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=4,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:2f17511a54edaf0399e1830965273b7ca8d240c3cf15c72358f441269ec7c2c5,PDF-2f17511a54ed,CB-TB-1004_Hayes,CB-TB-1004_Hayes.pdf,2f17511a54edaf0399e1830965273b7ca8d240c3cf15c72358f441269ec7c2c5,C:\Users\gduff\Downloads\cb-tb-901-1100-v5\pdfs\CB-TB-1004_Hayes.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:2f484146c68a7ad59a35607f93f711b2a0f04b0fdb1182e56d4cc861d9d5d368,PDF-2f484146c68a,CB-TB-2189_Merritt,CB-TB-2189_Merritt.pdf,2f484146c68a7ad59a35607f93f711b2a0f04b0fdb1182e56d4cc861d9d5d368,C:\Users\gduff\Downloads\cb-tb-1601-2200-v5-factory-run\pdfs\CB-TB-2189_Merritt.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:2f506bb1a963f9cd192cd6a3e2e2f6c9f1379a95b9f70384849f1b132e1ebc58,PDF-2f506bb1a963,CB-TB-1742_Griffiths,CB-TB-1742_Griffiths.pdf,2f506bb1a963f9cd192cd6a3e2e2f6c9f1379a95b9f70384849f1b132e1ebc58,C:\Users\gduff\Downloads\cb-tb-1601-2200-v5-factory-run\pdfs\CB-TB-1742_Griffiths.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:2f6cdda14ed3a046786071dbdaf3874f3337d8c574921ed3a0e83505bfe12d55,PDF-2f6cdda14ed3,CB-TB-2105_Barlow,CB-TB-2105_Barlow.pdf,2f6cdda14ed3a046786071dbdaf3874f3337d8c574921ed3a0e83505bfe12d55,C:\Users\gduff\Downloads\cb-tb-1601-2200-v5-factory-run\pdfs\CB-TB-2105_Barlow.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:2f945f46c4a627e4684aaf5d61a3c6270c4e2e4308ac8f25deefed6a09e47633,PDF-2f945f46c4a6,CB-TB-1538_Mason,CB-TB-1538_Mason.pdf,2f945f46c4a627e4684aaf5d61a3c6270c4e2e4308ac8f25deefed6a09e47633,C:\Users\gduff\Downloads\cb-tb-1501-1600-v5-factory-run\pdfs\CB-TB-1538_Mason.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:2fd233409fd14835360dc2fdd74a407e39771e22100843b0fac6bf7c5999bc8c,PDF-2fd233409fd1,CB-TB-1120_West,CB-TB-1120_West.pdf,2fd233409fd14835360dc2fdd74a407e39771e22100843b0fac6bf7c5999bc8c,C:\Users\gduff\Downloads\cb-tb-1101-1400-v5\pdfs\CB-TB-1120_West.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:2fdec2132f91bb537575419e5b23fceec08984b7a53d22c435d66ec86edd0dfd,PDF-2fdec2132f91,CB-TB-1844_Walsh,CB-TB-1844_Walsh.pdf,2fdec2132f91bb537575419e5b23fceec08984b7a53d22c435d66ec86edd0dfd,C:\Users\gduff\Downloads\cb-tb-1601-2200-v5-factory-run\pdfs\CB-TB-1844_Walsh.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:2fe458678cbc62f3ceb7150c36b4fcebc50f3ef136ca92ae1824991ec18148c0,PDF-2fe458678cbc,CB-TB-646_Hughes,CB-TB-646_Hughes.pdf,2fe458678cbc62f3ceb7150c36b4fcebc50f3ef136ca92ae1824991ec18148c0,C:\Users\gduff\Downloads\cb-tb-601-700-v5\pdfs\CB-TB-646_Hughes.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=1,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:3000814bee1b18530a42e5eaf1c127ae3293830432bebfb9cba8eb11e5b90a5e,PDF-3000814bee1b,CB-TB-925_Osei,CB-TB-925_Osei.pdf,3000814bee1b18530a42e5eaf1c127ae3293830432bebfb9cba8eb11e5b90a5e,C:\Users\gduff\Downloads\cb-tb-901-1100-v5\pdfs\CB-TB-925_Osei.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:300ed3fefa7dfbb4031a0fadf72be3d01dc664353e0ff5f7a54ea2309c9c4840,PDF-300ed3fefa7d,CB-TB-1322_Merritt,CB-TB-1322_Merritt.pdf,300ed3fefa7dfbb4031a0fadf72be3d01dc664353e0ff5f7a54ea2309c9c4840,C:\Users\gduff\Downloads\cb-tb-1301-1400-v5\pdfs\CB-TB-1322_Merritt.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:303acb8612f8de132a45a9e1e9d98532fc254371a497278cc3e394329bc1ed50,PDF-303acb8612f8,CB-TB-780_Mitchell,CB-TB-780_Mitchell.pdf,303acb8612f8de132a45a9e1e9d98532fc254371a497278cc3e394329bc1ed50,C:\Users\gduff\Downloads\cb-tb-701-800-v5\pdfs\CB-TB-780_Mitchell.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=1,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:3046c3684d30caa932bc36c0abf583176771eef83a3524533d2e34e339111ead,PDF-3046c3684d30,MG5,MG5.pdf,3046c3684d30caa932bc36c0abf583176771eef83a3524533d2e34e339111ead,C:\Users\gduff\Downloads\MG5.pdf,pdf_inventory,pdf_hash_unique|dupes=1,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:3065fa9d521f8a972ab06fa12e62b6c7ceb63da39ad87c4284ca328ec3de69b9,PDF-3065fa9d521f,CB-TB-715_Merritt,CB-TB-715_Merritt.pdf,3065fa9d521f8a972ab06fa12e62b6c7ceb63da39ad87c4284ca328ec3de69b9,C:\Users\gduff\Downloads\cb-tb-701-800-v5\pdfs\CB-TB-715_Merritt.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=1,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:3082183559dfd2755ce068dc1da3f4b4bdbcb374c6138f07ffa764ad03aba62e,PDF-3082183559df,CB-TB-1845_Sutton,CB-TB-1845_Sutton.pdf,3082183559dfd2755ce068dc1da3f4b4bdbcb374c6138f07ffa764ad03aba62e,C:\Users\gduff\Downloads\cb-tb-1601-2200-v5-factory-run\pdfs\CB-TB-1845_Sutton.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:309e28d94ecafbc94615aeab41442158eaf9d9c66e4f991d1ec04af03b2f3215,PDF-309e28d94eca,CB-TB-1083_Griffiths,CB-TB-1083_Griffiths.pdf,309e28d94ecafbc94615aeab41442158eaf9d9c66e4f991d1ec04af03b2f3215,C:\Users\gduff\Downloads\cb-tb-901-1100-v5\pdfs\CB-TB-1083_Griffiths.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:309f69e6a9a8c291bce5e39f257921bca2ed969691adbbf27314a5afab7df18f,PDF-309f69e6a9a8,CB-TB-1469_Merritt,CB-TB-1469_Merritt.pdf,309f69e6a9a8c291bce5e39f257921bca2ed969691adbbf27314a5afab7df18f,C:\Users\gduff\Downloads\cb-tb-1401-1500-v5-tmp\pdfs\CB-TB-1469_Merritt.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=1,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:30ccd607c42d4ba62d36f25e2ab2a734f375e6b287c0eb9d446ba81704cdd11f,PDF-30ccd607c42d,CB-TB-1605_Cole,CB-TB-1605_Cole.pdf,30ccd607c42d4ba62d36f25e2ab2a734f375e6b287c0eb9d446ba81704cdd11f,C:\Users\gduff\Downloads\cb-tb-1601-2200-v5-factory-run\pdfs\CB-TB-1605_Cole.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=4,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:30e6b2fd8b72de47c6dfd986c62a82e04ed427a16769794f075f170c81b11f70,PDF-30e6b2fd8b72,CB-TB-894_Turner,CB-TB-894_Turner.pdf,30e6b2fd8b72de47c6dfd986c62a82e04ed427a16769794f075f170c81b11f70,C:\Users\gduff\Downloads\cb-tb-801-900-v5\pdfs\CB-TB-894_Turner.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=1,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:30eff70ad7bccea817c6f8fc88d4d0b9331c2837760afa19876adfa29db09952,PDF-30eff70ad7bc,CB-TB-406_Barker,CB-TB-406_Barker.pdf,30eff70ad7bccea817c6f8fc88d4d0b9331c2837760afa19876adfa29db09952,C:\Users\gduff\Downloads\cb-tb-401-500-v5\pdfs\CB-TB-406_Barker.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:3108ce566018c479765e8c5b3b0acb4dec5cdc5074f246497046d61c33518af0,PDF-3108ce566018,CB-TB-064_Thornton,CB-TB-064_Thornton.pdf,3108ce566018c479765e8c5b3b0acb4dec5cdc5074f246497046d61c33518af0,C:\Users\gduff\Downloads\cb-tb-031-100-v4\pdfs\CB-TB-064_Thornton.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=1,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:310e6afa387894d5b1373c1bdbc2a6ece5506f267b28e96c2888b78b8cc8437e,PDF-310e6afa3878,CB-TB-1351_West,CB-TB-1351_West.pdf,310e6afa387894d5b1373c1bdbc2a6ece5506f267b28e96c2888b78b8cc8437e,C:\Users\gduff\Downloads\cb-tb-1301-1400-v5\pdfs\CB-TB-1351_West.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:311cbb0d3ea89d028d70cdd1b922283bd1e75bc4f04bd969af04f7b7fc1dd750,PDF-311cbb0d3ea8,CB-TB-1887_Marlow,CB-TB-1887_Marlow.pdf,311cbb0d3ea89d028d70cdd1b922283bd1e75bc4f04bd969af04f7b7fc1dd750,C:\Users\gduff\Downloads\cb-tb-1601-2200-v5-factory-run\pdfs\CB-TB-1887_Marlow.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:312870ee469bb3d56e555cc43070425b094bbfa7aeb1b48c15d4d0366c48315b,PDF-312870ee469b,CB-TB-375_Morris,CB-TB-375_Morris.pdf,312870ee469bb3d56e555cc43070425b094bbfa7aeb1b48c15d4d0366c48315b,C:\Users\gduff\Downloads\cb-tb-301-400-v4\pdfs\CB-TB-375_Morris.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:313b5f2b5a5bd0e0961da2d9747540556994c4dda5fa4bc7ca2e463294724293,PDF-313b5f2b5a5b,CB-TB-2195_Clarke,CB-TB-2195_Clarke.pdf,313b5f2b5a5bd0e0961da2d9747540556994c4dda5fa4bc7ca2e463294724293,C:\Users\gduff\Downloads\cb-tb-1601-2200-v5-factory-run\pdfs\CB-TB-2195_Clarke.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:3176c95bde4393bb4495dd10057d7423c08cc90ec22d1d9327e06b9d55445911,PDF-3176c95bde43,CB-TB-1601_Okonkwo,CB-TB-1601_Okonkwo.pdf,3176c95bde4393bb4495dd10057d7423c08cc90ec22d1d9327e06b9d55445911,C:\Users\gduff\Downloads\cb-tb-1601-2200-v5-factory-run\pdfs\CB-TB-1601_Okonkwo.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=4,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:31d90bdd2395482a0de46edabdc8fa20d6109e9143641dc7bd065443ca22a625,PDF-31d90bdd2395,CB-TB-320_Spencer,CB-TB-320_Spencer.pdf,31d90bdd2395482a0de46edabdc8fa20d6109e9143641dc7bd065443ca22a625,C:\Users\gduff\Downloads\cb-tb-301-400-v4\pdfs\CB-TB-320_Spencer.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
sha:320996308be2573abdc204413abe9b4fe279dfe2afb64a0d46ad69908e20e1e2,PDF-320996308be2,CB-TB-1373_West,CB-TB-1373_West.pdf,320996308be2573abdc204413abe9b4fe279dfe2afb64a0d46ad69908e20e1e2,C:\Users\gduff\Downloads\cb-tb-1301-1400-v5\pdfs\CB-TB-1373_West.pdf,pdf_inventory_criminal,pdf_hash_unique|dupes=2,NO_GOLD,criminal,OFFLINE_CLIENT_PROJECTION,,,
